DX_CLASS,ICD9_CD_NODOT,ICD9_CD,ICD10_CD_NODOT,ICD10_CD,ICD9_LDESC,ICD10_LDESC,LIST,sort
Possibly Self-Inflicted Injury,E9802,E98.02,T40994A,T40.994A,"Poisoning by other sedatives and hypnotics, undetermined whether accidentally or purposely inflicted","Poisoning by other psychodysleptics [hallucinogens], undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9802,E98.02,T424X4A,T42.4X4A,"Poisoning by other sedatives and hypnotics, undetermined whether accidentally or purposely inflicted","Poisoning by benzodiazepines, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,NoDx,NoD.x,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted", ,9,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43014A,T43.014A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by tricyclic antidepressants, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43024A,T43.024A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by tetracyclic antidepressants, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T431X4A,T43.1X4A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by monoamine-oxidase-inhibitor antidepressants, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43204A,T43.204A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by unspecified antidepressants, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43214A,T43.214A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by selective serotonin and norepinephrine reuptake inhibitors, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43224A,T43.224A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by selective serotonin reuptake inhibitors, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43294A,T43.294A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by other antidepressants, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T433X4A,T43.3X4A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by phenothiazine antipsychotics and neuroleptics, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T434X4A,T43.4X4A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by butyrophenone and thiothixene neuroleptics, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43504A,T43.504A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by unspecified antipsychotics and neuroleptics, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43594A,T43.594A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by other antipsychotics and neuroleptics, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43604A,T43.604A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by unspecified psychostimulants, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43614A,T43.614A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by caffeine, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43624A,T43.624A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by amphetamines, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43634A,T43.634A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by methylphenidate, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T43694A,T43.694A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by other psychostimulants, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T438X4A,T43.8X4A,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by other psychotropic drugs, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9803,E98.03,T4394XA,T43.94XA,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted","Poisoning by unspecified psychotropic drug, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,NoDx,NoD.x,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted", ,9,1
Possibly Self-Inflicted Injury,E9804,E98.04,T360X4A,T36.0X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by penicillins, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T361X4A,T36.1X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by cephalosporins and other beta-lactam antibiotics, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T362X4A,T36.2X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by chloramphenicol group, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T363X4A,T36.3X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by macrolides, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T364X4A,T36.4X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by tetracyclines, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T366X4A,T36.6X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by rifampicins, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T367X4A,T36.7X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by antifungal antibiotics, systemically used, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T368X4A,T36.8X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by other systemic antibiotics, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T3694XA,T36.94XA,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by unspecified systemic antibiotic, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T370X4A,T37.0X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by sulfonamides, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T371X4A,T37.1X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by antimycobacterial drugs, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T372X4A,T37.2X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by antimalarials and drugs acting on other blood protozoa, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T373X4A,T37.3X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by other antiprotozoal drugs, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T374X4A,T37.4X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by anthelminthics, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T375X4A,T37.5X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by antiviral drugs, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T378X4A,T37.8X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by other specified systemic anti-infectives and antiparasitics, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T3794XA,T37.94XA,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by unspecified systemic anti-infective and antiparasitics, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T380X4A,T38.0X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by glucocorticoids and synthetic analogues, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T381X4A,T38.1X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by thyroid hormones and substitutes, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T382X4A,T38.2X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by antithyroid drugs, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T383X4A,T38.3X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T384X4A,T38.4X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by oral contraceptives, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T385X4A,T38.5X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by other estrogens and progestogens, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T386X4A,T38.6X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T387X4A,T38.7X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by androgens and anabolic congeners, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T38804A,T38.804A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by unspecified hormones and synthetic substitutes, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T38814A,T38.814A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by anterior pituitary [adenohypophyseal] hormones, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T38894A,T38.894A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by other hormones and synthetic substitutes, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T38904A,T38.904A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by unspecified hormone antagonists, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T38994A,T38.994A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by other hormone antagonists, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T405X4A,T40.5X4A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by cocaine, undetermined, initial encounter",10,1
Possibly Self-Inflicted Injury,E9804,E98.04,T40604A,T40.604A,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","Poisoning by unspecified narcotics, undetermined, initial encounter",10,1
